product_name,cat,subcat,,
Lenovo A6000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A6000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A6000 Back Cover Cases- Transparent Blue,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A7000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A7000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A7000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo A7000,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo Eternity 15.6 inch Black Laptop Backpack,"Handbags, Bags and Luggage",,,
Lenovo Vibe X2 4G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo Vibe X2 4G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lenovo W870 On-the-ear Headset,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
"Levis Denim Fade DB Dark Blue Jeans (These are 100% original surplus),",Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
"Levis Denim Lb Light Blue Jeans (These are 100% original surplus),",Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
"Levis Denim Lb Light Blue Jeans (These are 100% original surplus),",Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Lew Super Poly Track Suit (Size: 38),Sports and Outdoors,Sports and Outdoors->Sports Clothing,,
LG G Pro 2 LG-D838 White,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
LG G2 32 GB (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Lime Combo of Black polo T shirt and red polo T shirt with free sunglass and watch (size: 38/39 (S)),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo 2600 Mah Orange   1 Powerbank,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Powerbanks",,
Limo K Tel 2232 Mobile Phone,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Limo Unisex Blue Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Blue Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Blue Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Blue Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Green Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Green Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Limo Unisex Green Aviator,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Little Star Pack of 6 T-shirts for Boys-11-12 Years,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Little Star Pack of 6 T-shirts for Boys-3-4 Years,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Lmfao Sleeveless Nehru Jackets (Size: XL - 44),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Lnc International Titoni 6 In 1 Car Mobile Charger,Automotive,Automotive->Car Accesories,,
"Locus Selfie Stick with Bluetooth Remote Monopod Suitable for Android, Iphones and Windows","Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
Logitech C170 Webcam,Computers and Laptops,Computers and Laptops->Computer Accessories,,
"Lomani Do It Perfume - 10 ml(Id:202)(Qty:1),Combo Pack of 5 Assorted Skeeper Single Bedsheets(Id:117767)(Qty:1)",Home and Kitchen,Home and Kitchen->Home Furnishing,,
Lotions/Gel |,Beauty Products and Personal Care,Beauty Products and Personal Care->Skin Care,,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
Lotto Black Unisex Watch,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Watches",,
LOTTO NAVIGATOR SHOES SIZE-8,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Lotto PACER Running Sports Shoes (Size: 8),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Lotto Pacer Sport Shoes (Size: 9),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Lotto Traunt Navy and Red Men Sports Shoe (Size: 10),Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Louis Philippe Men Sunglasses LP234P C9:Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Lovable Gray Cotton Thermals (Size: 85 - 89 Cms),Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
"Ludao Car Air Freshener Perfume Spray, 22729",Automotive,Automotive->Car Accesories,,
"LUX Scarlet Blossom Fragranced Body Wash,Free Nivea Aqua Effect Refreshing Face Wash,Biotique Orange Peel  Body Revitalizing Body Soap,Olay Age Defying Body Wash",Beauty Products and Personal Care,Beauty Products and Personal Care->Skin Care,,
M Supervision Digital Thick Glass Weighing Scale with KG or LBS,Health and Wellness,Health and Wellness->Health Devices,,
Macc Fancy Diary Flip Cover For Samsung Galaxy Mega 6.3 9200 - Brown & Brown,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Macc Fancy Flip Cover For Sony Xperia Z Ultra Xl39h - Blue,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Machoine Notting Hill Black-Blue Steel Mercury-Blk Unisex Sun Glasses Buy 1 Get 1 Free (Fragility: TRUE  Size: Medium),"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Machoine Wembley Gold-blk Wfr-grn Glass Unisex Sun Glasses Buy 1 Get 1 Free (Size: Medium),"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Macoro Compact Brown Dress Sandals (Size: 10),Shoes and Footwear,Shoes and Footwear->Women's Footwear,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Malvika - Pack of 3 Printed Kurtas by Kratika-XL,Apparel & Accessories,Apparel & Accessories->Women's Clothing,,
Mamy Poko Pants XXXL (18-35 Kg)-7 Pcs-Set of 4,Baby Care,,,
Manforce - 100 Mg 1x4 Tablets - Pack Of 2,Health and Wellness,Health and Wellness->Sexual Wellness,,
Mark Premium Walnut Gold Vacuum Pack-250 Gm | Mark Premium Almond American - 200 Gm PACK OF 2 | Mark Premium Almond American - 200 Gm PACK OF 2 | Mark Premium Almond American - 200 Gm PACK OF 2,Grocery and Gourmet Food,,,
"Marry Me, Stranger (English)","Movies, Music and Video Games",,,
"Marshall Blue Wallpaper (Quantity: Single),Marshall Blue Wallpaper (Quantity: Single),Marshall Blue Wallpaper (Quantity: Single)",Home and Kitchen,Home and Kitchen->Home Decor,,
Mask 100468 Small Unisex Wayfarer Sunglasses (Size: Small),"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Mast & Harbour Men Black Casual Shoes:Casual Shoes,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Mast & Harbour Men Black Casual Shoes:Casual Shoes,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Maui Jim SUGAR BEACH 421-02 Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
MAXX Smart Power Bank Charger -PBS-26-SD Yellow,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
"Meadowoods Fresh Citrus Carpet & Room Deodorizer & Neutralizer,Meadowoods Fresh Citrus Carpet & Room Deodorizer & Neutralizer",Beauty Products and Personal Care,Beauty Products and Personal Care->Deodrants and Fragrances,,
Meluha Che Mritunjay ( Immortals Of Meluha : Marathi ),"Movies, Music and Video Games",,,
Men Aviator SRJM001G Rey Ban Type Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Men Aviator SRJM002 Rey Ban Type Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Men Aviator SRJM003 Ray Ban Type Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Men Aviator SRJM003 Rey Ban Type Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",,
Men s Belt DF,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Men V-Shaper and Tummy Reducer Small Inches (30-32) Cms (75-80),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Men V-Shaper and Tummy Reducer XL Inches (42-44) Cms (105-110),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens Beige Cotton Track Pants With Zipper Pockets (Size: XXL - 46),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens Black  Belt,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
"Mens Blue Shaded Jeans Black Shirt Black Watch 38,30",Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens MD 205 Bleed Blue T Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens MD 205 Bleed Blue T Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens Navy Blue Cotton Track Pants With Zipper Pockets (Size: 3XL - 48),Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Mens Sweat Shirts,Apparel & Accessories,Apparel & Accessories->Men's Clothing,,
Men's Wallet & Belt - Fidato Combo,Shoes and Footwear,Shoes and Footwear->Men's Footwear,,
Mercury 14.4 Mbps 3G Data Card,Computers and Laptops,Computers and Laptops->Pen Drives and Data Card,,
Mercury Dairy Wallet Flip Flap Cover For Samsung Galaxy Grand 2 G7106 - Dark Blue,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mercury VT Goospery Wallet Case For Samsung Galaxy,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
"Merry Cherry Back Pack,","Handbags, Bags and Luggage",,,
Mi Back Cover for Mi Redmi 1S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mi Back Cover for Mi Redmi Note and Redmi Note 4G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mi Back Replacement Cover for Mi Redmi 1S,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mi Flip Cover for Mi Redmi Note and Redmi Note 4G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mi Flip Cover for Mi Redmi Note and Redmi Note 4G,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Case, Cover and Screenguards",,
Mi4 16 GB,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Mi4 16 GB,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Mi4 16 GB,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Mi4 16 GB,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
MICRO SD SDHC CARD ADAPTER,Computers and Laptops,Computers and Laptops->Pen Drives and Data Card,,
Micro USB OTG Cable (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
Micro USB OTG Cable for Tablets and Mobiles (Black),"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobile Accessories",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax 5inch (12.7cms) 3G Android Kitkat Phablet- A82,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax C205 CDMA Mobile Phone - Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax C205 CDMA Mobile Phone - Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 2 Colour A120 Dual SIM Android Mobile Phone - White-Grey,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 2.2 A114 Dual SIM Android Mobile Phone-Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 4 Plus A315 Dual SIM Android Mobile Phone - White & Gold,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 4 Plus A315 Dual SIM Android Mobile Phone - White & Gold,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 4 Plus A315 White Gold,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 4 Plus A315 White Gold,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 4 Plus A315 White Gold,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 5.3inch(13.4cm) GSM + CDMA Android Phablet - DUET II,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Mobiles",,
Micromax Canvas 5inch (12.7 cm) Windows 3G Quadcore Phablet Win-W121-Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax Canvas 5inch (12.7 cm) Windows 3G Quadcore Phablet Win-W121-Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
Micromax Canvas 5inch (12.7 cm) Windows 3G Quadcore Phablet Win-W121-Black,"Mobile Phone, Tablets and Accesories","Mobile Phone, Tablets and Accesories->Tablets",,
